标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
翠云新村 六楼非顶楼 边套 单价低 诚心出售 有钥匙,翠云新村 ,清名桥, 72.6万,"10,191元/平",2室1厅 , 71.24平米 , 南 北 , 简装 ,,, 板楼
此房户型方正 业主诚心出售，看房提前预约,广益博苑一期、二期 ,广益, 83万,"9,265元/平",2室1厅 , 89.59平米 , 南 , 简装 , 低楼层,共17层, 板塔结合
百合苑 3室1厅 南,百合苑 ,清名桥, 215万,"17,510元/平",3室1厅 , 122.79平米 , 南 , 精装 , 中楼层,共6层, 板塔结合
惠麓苑精装修两房，全屋定制，领包入住，欢迎咨询！,惠麓苑二期 ,山北, 155万,"16,992元/平",2室2厅 , 91.22平米 , 南 北 , 精装 , 低楼层,共18层, 暂无数据
广益博苑92平精装修满5住房诚意出售看房方便,广益博苑一期、二期 ,广益, 108万,"11,345元/平",2室2厅 , 95.2平米 , 南 , 精装 , 中楼层,共33层, 板楼
随时看房，产权清晰户型方正清爽干净,金太湖国际城 ,北大街, 88万,"17,025元/平",1室1厅 , 51.69平米 , 南 , 精装 , 低楼层,共31层, 板楼
爱家金河湾精装大单间  新小区 环境好 物业安全,爱家·金河湾南区 ,广瑞/广丰, 118.8万,"17,198元/平",1室1厅 , 69.08平米 , 南 , 精装 , 中楼层,共32层, 板楼
毛坯、联排别墅、前排位置 房东诚心出售,华发首府二期 ,扬名, 720万,"31,066元/平",5室2厅 , 231.77平米 , 南 , 毛坯 , 低楼层,共5层, 暂无数据
金马商城低总价积余街三号线北栅口边缘干净清爽,金马商城 ,北大街, 88万,"13,403元/平",1室1厅 , 65.66平米 , 南 北 , 简装 , 中楼层,共29层, 塔楼
广益博苑精装小两房客厅带阳台户型方正随时看,广益博苑一期、二期 ,广益, 112万,"11,765元/平",2室2厅 , 95.2平米 , 南 , 精装 , 高楼层,共33层, 板楼
广益博苑毛坯三房，中间楼层，无土出，随时看房,广益博苑一期、二期 ,广益, 155万,"14,303元/平",3室2厅 , 108.37平米 , 北 南 , 毛坯 , 中楼层,共33层, 板塔结合
南湖大道，扬名花园，好楼层，户型正气，小区环境好,扬名花园 ,扬名, 78万,"11,071元/平",2室1厅 , 70.46平米 , 南 , 精装 , 中楼层,共34层, 板楼
茂业豪园 采光充足 配套齐全 出行方便,茂业豪园 ,清名桥, 290万,"19,426元/平",3室2厅 , 149.29平米 , 南 , 精装 , 中楼层,共43层, 板楼
随时看急售新惠园 包土出 精装修两房 中间楼层 采光好,新惠园 ,山北, 105万,"11,248元/平",2室2厅 , 93.35平米 , 南 , 精装 , 中楼层,共30层, 板楼
此房户型方正 业主诚心出售，看房提前预约,广益博苑一期、二期 ,广益, 83万,"9,265元/平",2室1厅 , 89.59平米 , 南 , 简装 , 低楼层,共17层, 板塔结合
金科东方水榭 高品质小区 环境优美户型正 随时看房,金科东方水榭 ,广益, 250万,"17,725元/平",3室2厅 , 141.05平米 , 南 , 精装 , 高楼层,共34层, 板楼
翠云新村 六楼非顶楼 边套 单价低 诚心出售 有钥匙,翠云新村 ,清名桥, 72.6万,"10,191元/平",2室1厅 , 71.24平米 , 南 北 , 简装 ,,, 板楼
小区全新改造 环境好 门口地铁口 出行方便 诚心出售,二泉花园 ,山北, 178万,"14,714元/平",3室2厅 , 120.98平米 , 南 , 精装 , 高楼层,共6层, 板楼
楼层佳，采光佳，出行方便，交通便利，户型方正,田基浜西区 ,三阳广场, 168万,"34,349元/平",1室1厅 , 48.91平米 , 南 , 精装 , 低楼层,共7层, 板楼
广益博苑92平精装修满5住房诚意出售看房方便,广益博苑一期、二期 ,广益, 108万,"11,345元/平",2室2厅 , 95.2平米 , 南 , 精装 , 中楼层,共33层, 板楼
随时看房，产权清晰户型方正清爽干净,金太湖国际城 ,北大街, 88万,"17,025元/平",1室1厅 , 51.69平米 , 南 , 精装 , 低楼层,共31层, 板楼
广益哥伦布旁，广益博苑南北两房，采光好，看房方便,广益博苑一期、二期 ,广益, 96万,"10,336元/平",2室2厅 , 92.88平米 , 南 , 毛坯 , 中楼层,共32层, 板塔结合
精装修 小高层中间楼层 业主诚心出售,红星苑 ,中桥, 175万,"14,680元/平",3室1厅 , 119.21平米 , 南 , 精装 , 中楼层,共18层, 板楼
广益佳苑 顶带阁上下三层  户型采光佳 看房方便,广益佳苑 ,广益, 160万,"10,087元/平",3室2厅 , 158.63平米 , 南 , 简装 , 高楼层,共6层, 板楼
梁溪万达盘 广益博苑 精装两房 包土出,广益博苑一期、二期 ,广益, 105万,"13,195元/平",2室1厅 , 79.58平米 , 南 , 简装 , 高楼层,共33层, 板楼
碧玺精装大两居 家具家电齐全 中间好楼层 采光佳,九龙仓碧玺B区 ,扬名, 225万,"25,062元/平",2室1厅 , 89.78平米 , 南 , 精装 , 中楼层,共32层, 板楼
博苑二期 纯毛坯边套两房 小高层 有钥匙,广益博苑一期、二期 ,广益, 95万,"10,604元/平",2室1厅 , 89.59平米 , 南 , 毛坯 , 低楼层,共17层, 板塔结合
保利时光印象旁  广益博苑精装  采光无遮挡,广益博苑一期、二期 ,广益, 93万,"11,628元/平",2室1厅 , 79.98平米 , 南 , 精装 , 中楼层,共32层, 板塔结合
上马墩地铁口 南北通电梯大三房 满五年 高层采光无遮,塔影景苑A区 ,上马墩, 214万,"16,184元/平",4室1厅 , 132.23平米 , 南 , 精装 , 中楼层,共33层, 板楼
博苑自住小两室 商品房无土出 楼层好 看房方便,广益博苑一期、二期 ,广益, 100万,"12,566元/平",2室1厅 , 79.58平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
爱家金河湾精装大单间  新小区 环境好 物业安全,爱家·金河湾南区 ,广瑞/广丰, 118.8万,"17,198元/平",1室1厅 , 69.08平米 , 南 , 精装 , 中楼层,共32层, 板楼
梁溪万达旁 广益大三房 中间楼层 商品房,广益佳苑 ,广益, 172万,"13,930元/平",3室2厅 , 123.48平米 , 东南 南 , 精装 , 中楼层,共6层, 板楼
中山路新欧风世茂旁 积余 中上楼层 满五唯一,金太湖国际城 ,北大街, 262万,"19,355元/平",4室2厅 , 135.37平米 , 南 , 精装 , 高楼层,共34层, 板楼
904旁 精装两房 近地铁 积余 交通便利,金太湖国际城 ,北大街, 230万,"20,111元/平",2室2厅 , 114.37平米 , 南 , 精装 , 高楼层,共31层, 板楼
广益博苑一期，两居室，刚需必看好户型，得房率高,广益博苑一期、二期 ,广益, 105万,"11,356元/平",2室1厅 , 92.47平米 , 南 , 精装 , 低楼层,共33层, 板塔结合
广益博苑全朝南两室 诚心出售价格可谈 看房方便,广益博苑一期、二期 ,广益, 120万,"12,606元/平",2室2厅 , 95.2平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
佳苑一期两房，无土出，户型方正，采光贼好,广益佳苑 ,广益, 110万,"13,953元/平",2室2厅 , 78.84平米 , 南 , 精装 , 低楼层,共7层, 板楼
梁溪万达盘 广益博苑 精装两房 包土出,广益博苑一期、二期 ,广益, 105万,"13,195元/平",2室1厅 , 79.58平米 , 南 , 简装 , 高楼层,共33层, 板楼
锡师 育才弄 5楼 精装两房 采光好 南禅寺地铁口,育才弄小区 ,三阳广场, 265万,"41,016元/平",2室1厅 , 64.61平米 , 南 , 精装 , 中楼层,共7层, 板楼
广益哥伦布 广益博苑一期 商品房 中间楼层 房东诚心卖,广益博苑一期、二期 ,广益, 109万,"13,697元/平",2室2厅 , 79.58平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
博苑二期  精装  采光无遮挡 诚心出售,广益博苑一期、二期 ,广益, 102万,"11,386元/平",2室2厅 , 89.59平米 , 南 , 精装 , 高楼层,共17层, 板楼
东林 近市区 风华里 户型方正通风好 精装拎包入住,风华里小区 ,塘南, 156万,"18,612元/平",3室1厅 , 83.82平米 , 北 南 , 精装 , 中楼层,共7层, 板楼
上马墩三村，近地铁，随时看房，中间楼层，采光刺眼,上马墩三村 ,上马墩, 81万,"13,101元/平",2室1厅 , 61.83平米 , 南 , 简装 , 中楼层,共6层, 板楼
带地下车位，中高楼层，前后无遮挡，房东保养的好,天元世家 ,迎龙桥, 600万,"31,770元/平",4室2厅 , 188.86平米 , 南 北 , 精装 , 高楼层,共18层, 板塔结合
清扬御庭 满五年 近地铁 近茂业 商圈繁华 交通便利,清扬御庭 ,清名桥, 98万,"16,994元/平",1室1厅 , 57.67平米 , 南 , 精装 , 低楼层,共26层, 板楼
带楼台 惠麓苑  全新装修 家电全留 海尚旁 诚售,惠麓苑二期 ,山北, 130万,"16,259元/平",2室2厅 , 79.96平米 , 南 , 精装 , 低楼层,共14层, 板楼
此房位于西水东海珀半岛，中低楼层，宽客厅，奢华装修,西水东海珀半岛 ,迎龙桥, 590万,"30,141元/平",4室2厅 , 195.75平米 , 南 , 精装 , 低楼层,共31层, 板楼
东方丽晶  两房  房东诚心出售  看房方便 随时看,东方丽晶园 ,上马墩, 150万,"16,529元/平",2室2厅 , 90.75平米 , 南 , 精装 , 中楼层,共33层, 塔楼
五河新村 非顶楼 房东诚心出售 价格好聊,五河新村 ,黄巷, 68万,"9,837元/平",2室1厅 , 69.13平米 , 南 , 简装 , 高楼层,共7层, 板楼
此房采光充足，配套齐全，交通方便 ，南长街學區,塘南新村 ,塘南, 80万,"18,404元/平",1室1厅 , 43.47平米 , 南 , 简装 , 低楼层,共7层, 板塔结合
中间楼层采光好 边套带储物间 诚心出售看房有钥匙,惠龙新村C区84-176号 ,山北, 65万,"11,260元/平",2室1厅 , 57.73平米 , 南 , 简装 , 中楼层,共6层, 板楼
"道长巷  连元街  房东诚心出售,看房方便,有钥匙.",道长巷 ,三阳广场, 265万,"28,431元/平",3室2厅 , 93.21平米 , 南 , 简装 , 高楼层,共7层, 板楼
房东诚心出售  看好房子价格面议,东林苑 ,三阳广场, 309万,"20,563元/平",3室2厅 , 150.27平米 , 南 , 精装 , 低楼层,共25层, 板楼
新惠家园，设施齐全，看房方便，房东诚心出售,新惠家园 ,山北, 70万,"9,981元/平",2室1厅 , 70.14平米 , 南 , 简装 , 中楼层,共11层, 板楼
户型方正 精装修 厨卫带窗 自带三恒系统,朗诗未来之家A区 ,中桥, 305万,"22,102元/平",3室2厅 , 138平米 , 南 , 精装 , 高楼层,共15层, 板塔结合
高科技住宅，一年四季常年恒温 住的舒服，人也开朗,朗诗未来之家A区 ,中桥, 300万,"22,520元/平",3室1厅 , 133.22平米 , 南 北 , 精装 , 中楼层,共33层, 板塔结合
连元街，中间楼层，采光好，房东诚心出售，看中可聊,保利广场 ,三阳广场, 496万,"23,985元/平",3室2厅 , 206.8平米 , 南 北 , 简装 , 高楼层,共24层, 板楼
锡航新村 好楼层 采光好 视野好 城心出售,锡航新村 ,山北, 51万,"11,459元/平",1室1厅 , 44.51平米 , 南 , 简装 , 高楼层,共6层, 板楼
梁溪主城 金色山北 次新小区  东林惠畅加持,天渝骏园二期 ,山北, 162万,"18,517元/平",3室1厅 , 87.49平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
金太湖国际广场 精装2房 业主置换 诚心出售,金太湖国际城 ,北大街, 204万,"17,594元/平",2室1厅 , 115.95平米 , 南 , 精装 , 低楼层,共31层, 板楼
小天鹅南苑 两室一厅 诚心出售 环境优美 交通便捷,小天鹅南苑 ,山北, 140万,"15,948元/平",2室2厅 , 87.79平米 , 南 , 简装 , 高楼层,共34层, 板楼
地铁口位置交通便利 低楼层出行方便 房东诚心出售,梧桐水岸花园 ,黄巷, 82万,"16,590元/平",1室1厅 , 49.43平米 , 南 , 简装 , 低楼层,共34层, 板楼
繁华里 30楼 精装修  看房方便,九龙仓时代上城D区 ,中桥, 228万,"20,733元/平",3室2厅 , 109.97平米 , 南 , 精装 , 高楼层,共32层, 板楼
扬名花园，交通便利，小户型电梯两房，业主诚心出售,扬名花园 ,扬名, 82万,"10,334元/平",2室1厅 , 79.35平米 , 东 南 北 , 简装 , 低楼层,共15层, 板楼
建华新村电梯房小区刚刚翻新改造没有物业费经济实惠。,建华新村 ,黄巷, 150万,"11,924元/平",3室2厅 , 125.8平米 , 南 , 简装 , 中楼层,共16层, 板楼
天渝骄园 精装2房 带车位 房东诚心出售,天渝骄园 ,山北, 180万,"16,884元/平",3室2厅 , 106.61平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
广益博苑  看房 随 时  户型 采光 充 足  满 五,广益博苑一期、二期 ,广益, 85万,"9,803元/平",2室2厅 , 86.71平米 , 东南 , 简装 , 低楼层,共11层, 板塔结合
梁溪主城 金色山北 次新小区  东林惠畅加持,天渝骏园二期 ,山北, 162万,"18,517元/平",3室1厅 , 87.49平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
北大街 江阴巷小区 简装三房 户型好 满5年 置换急售,江阴巷 ,北大街, 139万,"16,454元/平",2室2厅 , 84.48平米 , 南 , 简装 , 高楼层,共7层, 暂无数据
视野开阔 满五唯一 三开间朝南  拎包入住价格可谈,九龙仓时代上城D区 ,中桥, 282万,"20,583元/平",4室2厅 , 137.01平米 , 南 , 简装 , 中楼层,共34层, 板楼
扬名花园 电梯2房 总价低 南北通透,扬名花园 ,扬名, 92万,"10,655元/平",2室2厅 , 86.35平米 , 南 北 , 简装 , 低楼层,共15层, 板楼
时代上城C区年华里 全新毛坯通透大四房 随时可看,九龙仓时代上城C区 ,中桥, 305万,"21,973元/平",4室2厅 , 138.81平米 , 南 北 , 毛坯 , 低楼层,共34层, 板楼
中联新村     两房朝南    两室一厅一卫一厨,中联新村 ,中桥, 63.5万,"11,721元/平",2室1厅 , 54.18平米 , 南 , 简装 , 高楼层,共6层, 板楼
盛新里 两房精装修 南北通风 采光好 诚心出售价格可谈,盛新里 ,中桥, 116万,"18,671元/平",2室1厅 , 62.13平米 , 南 , 精装 , 高楼层,共7层, 板楼
连元街，中间楼层，采光好，房东诚心出售，看中可聊,保利广场 ,三阳广场, 496万,"23,985元/平",3室2厅 , 206.8平米 , 南 北 , 简装 , 高楼层,共24层, 板楼
民丰一号线旁圆融广场精装三房 带车位诚售,无锡圆融广场 ,民丰/庄前, 315万,"25,375元/平",3室1厅 , 124.14平米 , 南 , 精装 , 高楼层,共12层, 暂无数据
金太湖 中间楼层 精装4房 诚心出售,金太湖国际城 ,北大街, 300万,"21,112元/平",4室1厅 , 142.1平米 , 南 , 精装 , 高楼层,共30层, 板楼
方圆荟旁 盛星苑精装自住大两房 南北通透采光好,盛星苑 ,中桥, 105万,"11,177元/平",2室1厅 , 93.95平米 , 南 北 , 精装 , 高楼层,共7层, 板楼
诚心出售 时代上城洋房区高层边套 采光好 南北通透,九龙仓时代上城B区 ,中桥, 198万,"22,270元/平",2室2厅 , 88.91平米 , 南 北 , 精装 , 中楼层,共28层, 板楼
精装公寓，拎包入住，总价低，看房方便。。。,阳光城市花园D区 ,中桥, 180万,"31,679元/平",1室1厅 , 56.82平米 , 南 , 精装 , 中楼层,共23层, 板楼
民丰西苑，户型方正，采光无遮挡，客厅带窗，两房朝南,民丰西苑 ,黄巷, 80万,"11,837元/平",2室1厅 , 67.59平米 , 南 北 , 毛坯 , 高楼层,共6层, 板塔结合
黄巷新村 2室1厅 南,黄巷新村 ,黄巷, 100万,"11,161元/平",2室1厅 , 89.6平米 , 南 , 精装 , 高楼层,共6层, 塔楼
宸达 新房龄 视野开阔 无遮挡 诚心出售,宸达兴宸嘉苑 ,民丰/庄前, 120万,"15,510元/平",2室1厅 , 77.37平米 , 南 北 , 毛坯 , 中楼层,共34层, 板塔结合
户型方正 精装修 厨卫带窗 自带三恒系统,朗诗未来之家A区 ,中桥, 305万,"22,102元/平",3室2厅 , 138平米 , 南 , 精装 , 高楼层,共15层, 板塔结合
繁华里精装4居室诚心出售，采光好，装修新,九龙仓时代上城D区 ,中桥, 299万,"21,910元/平",4室1厅 , 136.47平米 , 南 , 精装 , 高楼层,共38层, 板楼
金太湖大两房 中间楼层 全天采光 看房方便,金太湖国际城 ,北大街, 198万,"19,061元/平",2室2厅 , 103.88平米 , 南 , 精装 , 中楼层,共31层, 板楼
繁华里 30楼 精装修  看房方便,九龙仓时代上城D区 ,中桥, 228万,"20,733元/平",3室2厅 , 109.97平米 , 南 , 精装 , 高楼层,共32层, 板楼
金科世界城 三房 中间楼层 总价低  房东诚心出售,金科世界城C区 ,中桥, 180万,"18,630元/平",3室2厅 , 96.62平米 , 南 北 , 简装 , 中楼层,共44层, 板楼
新出 阳光城市花园C区 精装三房,阳光城市花园C区 ,中桥, 360万,"24,646元/平",3室2厅 , 146.07平米 , 南 北 , 精装 , 低楼层,共24层, 板塔结合
惠山北麓 国联乐园 品质小区 地铁楼 品牌装修带车库,小天鹅南苑 ,山北, 260万,"24,361元/平",3室2厅 , 106.73平米 , 东南 , 精装 , 高楼层,共34层, 板楼
"业主自住精装修，配套成熟，交通便利,房东诚心出售",九龙仓时代上城D区 ,中桥, 275万,"23,429元/平",3室2厅 , 117.38平米 , 南 , 精装 , 低楼层,共34层, 板楼
70年产权 世茂时光旁 地铁口 积余 满五唯一,金马商城 ,北大街, 170万,"11,695元/平",4室1厅 , 145.37平米 , 南 , 简装 , 高楼层,共29层, 塔楼
楼层好，视野宽阔，采光充足，无遮挡，配套设施齐全,金太湖国际城 ,北大街, 270万,"19,946元/平",3室2厅 , 135.37平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
刚拿房小区 三开朝南户型 户型方正 视野采光无遮挡,宸达兴宸嘉苑 ,民丰/庄前, 180万,"14,163元/平",4室2厅 , 127.1平米 , 南 , 毛坯 , 中楼层,共34层, 暂无数据
扬名花园，交通便利，小户型电梯两房，业主诚心出售,扬名花园 ,扬名, 82万,"10,334元/平",2室1厅 , 79.35平米 , 东 南 北 , 简装 , 低楼层,共15层, 板楼
新上中联新村中间楼层精装两房，通风好，采光棒棒,中联新村 ,中桥, 68万,"11,833元/平",2室1厅 , 57.47平米 , 南 , 精装 , 高楼层,共7层, 板楼
金太湖国际广场 精装2房 业主置换 诚心出售,金太湖国际城 ,北大街, 204万,"17,594元/平",2室1厅 , 115.95平米 , 南 , 精装 , 低楼层,共31层, 板楼
小天鹅南苑 两室一厅 诚心出售 环境优美 交通便捷,小天鹅南苑 ,山北, 140万,"15,948元/平",2室2厅 , 87.79平米 , 南 , 简装 , 高楼层,共34层, 板楼
地铁口位置交通便利 低楼层出行方便 房东诚心出售,梧桐水岸花园 ,黄巷, 82万,"16,590元/平",1室1厅 , 49.43平米 , 南 , 简装 , 低楼层,共34层, 板楼
高科技住宅，一年四季常年恒温 住的舒服，人也开朗,朗诗未来之家A区 ,中桥, 300万,"22,520元/平",3室1厅 , 133.22平米 , 南 北 , 精装 , 中楼层,共33层, 板塔结合
中桥三村 简单装修可拎包入住  房东诚心卖 位置好,中桥三村 ,中桥, 53万,"11,799元/平",1室1厅 , 44.92平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
小天鹅品源 70年产权的住宅公寓,小天鹅北苑 ,山北, 65万,"12,554元/平",1室1厅 , 51.78平米 , 东南 , 简装 , 中楼层,共15层, 板塔结合
业主精装修，轻奢风，楼层好，前面无遮挡，不靠路,西水东海珀半岛 ,迎龙桥, 500万,"31,915元/平",3室2厅 , 156.67平米 , 南 , 精装 , 中楼层,共31层, 板楼
绿塔新村近妇幼保健院  靠东林广场,绿塔新村 ,三阳广场, 110万,"19,975元/平",2室1厅 , 55.07平米 , 南 , 精装 , 高楼层,共7层, 板楼
大润发旁 近地铁 精装大三房 中间楼层  诚售 随时可看,民丰家园一区 ,黄巷, 190万,"13,768元/平",3室2厅 , 138.01平米 , 南 , 精装 , 中楼层,共15层, 板楼
地理位置好 1号线地铁口 视野采光好 精装拎包入住,恒通国际大厦 ,三阳广场, 268万,"29,220元/平",3室2厅 , 91.72平米 , 东 北 , 精装 , 高楼层,共21层, 板塔结合
解放新村 3室1厅 南,解放新村 ,三阳广场, 355万,"32,768元/平",3室1厅 , 108.34平米 , 南 , 简装 , 中楼层,共9层, 板楼
迎溪桥 小三房 诚心售 目前四年级 看房随时可看,迎溪桥小区 ,三阳广场, 260万,"26,391元/平",3室1厅 , 98.52平米 , 南 , 简装 , 高楼层,共7层, 板楼
学前街八佰伴，锡师，5楼有电梯，业主诚售,汤巷小区 ,三阳广场, 350万,"39,120元/平",3室1厅 , 89.47平米 , 南 , 精装 , 中楼层,共9层, 板楼
房东诚心出售 楼层好，采光佳，生活配套齐全，,熙春新村 ,三阳广场, 126万,"20,959元/平",2室1厅 , 60.12平米 , 南 , 简装 , 低楼层,共6层, 板楼
此房视野宽阔、采光无遮挡、配套设施齐全，随时看房,解放新村 ,三阳广场, 275万,"41,416元/平",2室1厅 , 66.4平米 , 南 , 简装 , 中楼层,共7层, 板楼
锡师，解放新村，楼龄新，2000年以后，很难得的房子,解放新村 ,三阳广场, 260万,"39,841元/平",2室1厅 , 65.26平米 , 南 , 精装 , 高楼层,共7层, 板楼
汤巷小区 电梯 楼层采光好 满五税费少 精装修,汤巷小区 ,三阳广场, 298万,"41,104元/平",2室1厅 , 72.5平米 , 南 , 精装 , 高楼层,共9层, 板楼
宁海里北区 单间 中间楼层 采光好 房东诚心,宁海里小区 ,上马墩, 55万,"12,416元/平",1室1厅 , 44.3平米 , 南 , 简装 , 中楼层,共7层, 板塔结合
中山路新开河小区，处于闹市区楼层居中采光好，商品房,新开河小区 ,三阳广场, 220万,"23,124元/平",2室1厅 , 95.14平米 , 南 , 简装 , 低楼层,共8层, 塔楼
连元街 迎溪桥 恒隆傍 低单价 交通便利 户型方正,迎溪桥小区 ,三阳广场, 198万,"27,809元/平",2室1厅 , 71.2平米 , 南 , 简装 , 高楼层,共7层, 板楼
家乐苑2楼243.96平338万户型方正南北通透全明结构,家乐苑 ,清名桥, 335万,"13,732元/平",4室1厅 , 243.96平米 , 南 北 , 精装 , 低楼层,共19层, 板楼
龙塘西苑 两室　纯毛坯　户型方正 楼层好 采光好,龙塘西苑 ,黄巷, 56万,"9,924元/平",1室1厅 , 56.43平米 , 南 , 毛坯 , 高楼层,共32层, 暂无数据
中桥三村，楼层好， 采光好， 配套成熟， 出行方便,中桥三村 ,中桥, 54万,"12,065元/平",1室1厅 , 44.76平米 , 南 , 精装 , 中楼层,共5层, 板楼
耕渎桥街 三房出售 通透户型 交通方便  满五唯一,耕渎桥 ,清名桥, 138万,"14,443元/平",3室1厅 , 95.55平米 , 北 南 , 简装 , 高楼层,共7层, 板楼
解放新村 大三室 采光好 电梯房 随时看房 配套完善,解放新村 ,三阳广场, 360万,"29,681元/平",3室2厅 , 121.29平米 , 南 北 , 简装 , 低楼层,共9层, 板楼
崇宁路  诚心出售 户型方正 价格可谈 采光无遮挡,留芳声巷 ,三阳广场, 220万,"21,933元/平",2室1厅 , 100.31平米 , 南 , 简装 , 高楼层,共7层, 板楼
塔影苑，小区改造好，交通便利，房东诚心卖，价格可谈,塔影苑 ,上马墩, 180万,"13,513元/平",4室2厅 , 133.21平米 , 南 北 , 简装 , 低楼层,共7层, 板楼
凤宾家园 品质小区  采光好 户型方正,凤宾家园 ,黄巷, 200万,"16,351元/平",3室2厅 , 122.32平米 , 南 , 精装 , 低楼层,共11层, 板塔结合
恒隆旁 迎溪桥2房 小区改造过环境好 连元 可上,迎溪桥小区 ,三阳广场, 220万,"35,399元/平",2室1厅 , 62.15平米 , 南 , 精装 , 中楼层,共6层, 板楼
新开河  2房  可用 崇宁路,新开河小区 ,三阳广场, 170万,"25,324元/平",2室1厅 , 67.13平米 , 南 , 简装 , 高楼层,共8层, 板楼
二室，户型正气， 客厅居中。自住装修,新开河小区 ,三阳广场, 225万,"35,378元/平",2室1厅 , 63.6平米 , 南 , 简装 , 中楼层,共18层, 板楼
解放新村 大三室 采光好 电梯房 随时看房 配套完善,解放新村 ,三阳广场, 360万,"29,681元/平",3室2厅 , 121.29平米 , 南 北 , 简装 , 低楼层,共9层, 板楼
锡师，解放新村，楼龄新，2000年以后，很难得的房子,解放新村 ,三阳广场, 260万,"39,841元/平",2室1厅 , 65.26平米 , 南 , 精装 , 高楼层,共7层, 板楼
汤巷小区 电梯 楼层采光好 满五税费少 精装修,汤巷小区 ,三阳广场, 298万,"41,104元/平",2室1厅 , 72.5平米 , 南 , 精装 , 高楼层,共9层, 板楼
耕渎桥街 三房出售 通透户型 交通方便  满五唯一,耕渎桥 ,清名桥, 138万,"14,443元/平",3室1厅 , 95.55平米 , 北 南 , 简装 , 高楼层,共7层, 板楼
恒隆旁 迎溪桥2房 小区改造过环境好 连元 可上,迎溪桥小区 ,三阳广场, 220万,"35,399元/平",2室1厅 , 62.15平米 , 南 , 精装 , 中楼层,共6层, 板楼
新开河  2房  可用 崇宁路,新开河小区 ,三阳广场, 170万,"25,324元/平",2室1厅 , 67.13平米 , 南 , 简装 , 高楼层,共8层, 板楼
中桥三村，楼层好， 采光好， 配套成熟， 出行方便,中桥三村 ,中桥, 54万,"12,065元/平",1室1厅 , 44.76平米 , 南 , 精装 , 中楼层,共5层, 板楼
此房视野宽阔、采光无遮挡、配套设施齐全，随时看房,解放新村 ,三阳广场, 275万,"41,416元/平",2室1厅 , 66.4平米 , 南 , 简装 , 中楼层,共7层, 板楼
业主精装修，轻奢风，楼层好，前面无遮挡，不靠路,西水东海珀半岛 ,迎龙桥, 500万,"31,915元/平",3室2厅 , 156.67平米 , 南 , 精装 , 中楼层,共31层, 板楼
市区地段 采光充足 设施齐全 交通便利,永定巷 ,三阳广场, 135万,"27,153元/平",1室1厅 , 49.72平米 , 南 , 简装 , 中楼层,共8层, 板楼
解放新村 3室1厅 南,解放新村 ,三阳广场, 355万,"32,768元/平",3室1厅 , 108.34平米 , 南 , 简装 , 中楼层,共9层, 板楼
迎溪桥 小三房 诚心售 目前四年级 看房随时可看,迎溪桥小区 ,三阳广场, 260万,"26,391元/平",3室1厅 , 98.52平米 , 南 , 简装 , 高楼层,共7层, 板楼
学前街八佰伴，锡师，5楼有电梯，业主诚售,汤巷小区 ,三阳广场, 350万,"39,120元/平",3室1厅 , 89.47平米 , 南 , 精装 , 中楼层,共9层, 板楼
宁海里 房东自住房保养好拎包入住 近华东商贸城,宁海里小区 ,上马墩, 50万,"11,757元/平",1室1厅 , 42.53平米 , 南 , 精装 , 高楼层,共6层, 板楼
连元街 迎溪桥 恒隆傍 低单价 交通便利 户型方正,迎溪桥小区 ,三阳广场, 198万,"27,809元/平",2室1厅 , 71.2平米 , 南 , 简装 , 高楼层,共7层, 板楼
梧桐水岸花园电梯16楼，交通便捷，地铁,梧桐水岸花园 ,黄巷, 178万,"18,536元/平",2室1厅 , 96.03平米 , 南 北 , 精装 , 中楼层,共32层, 暂无数据
绿塔新村近妇幼保健院  靠东林广场,绿塔新村 ,三阳广场, 110万,"19,975元/平",2室1厅 , 55.07平米 , 南 , 精装 , 高楼层,共7层, 板楼
大润发旁 近地铁 精装大三房 中间楼层  诚售 随时可看,民丰家园一区 ,黄巷, 190万,"13,768元/平",3室2厅 , 138.01平米 , 南 , 精装 , 中楼层,共15层, 板楼
五河新村 单间 采光好 总价低 地铁口,五河一村 ,黄巷, 42万,"8,761元/平",1室1厅 , 47.94平米 , 南 , 精装 , 高楼层,共6层, 板楼
钱龙尊邸 1室1厅 南,钱龙尊邸 ,北大街, 67万,"14,409元/平",1室1厅 , 46.5平米 , 南 , 精装 , 低楼层,共30层, 塔楼
配套齐全 房龄新，户型好 采光充足 欢迎大家推荐,迎溪桥小区 ,三阳广场, 238万,"31,320元/平",2室2厅 , 75.99平米 , 南 北 , 简装 , 中楼层,共7层, 板楼
连元街 迎溪桥小区 精装三房 小区环境好 配套齐全,迎溪桥小区 ,三阳广场, 300万,"34,925元/平",3室1厅 , 85.9平米 , 南 , 精装 , 中楼层,共7层, 板塔结合
