标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
丽岛华都北区，2室1书房，中间楼层，采光无遮挡,丽岛华都北区 ,澄江街道, 112.8万,"9,532元/平",2室1厅 , 118.35平米 , 南 , 简装 , 中楼层,共18层, 板楼
渡江四村 精装修  地理位置好 出行方便 配套设施齐全,渡江四村 ,高新区, 62.8万,"7,948元/平",2室1厅 , 79.02平米 , 南 , 精装 , 低楼层,共6层, 塔楼
雅盛城市嘉园东区商品房。拎包入住。,雅盛城市嘉园 ,澄江街道, 102万,"11,259元/平",2室1厅 , 90.6平米 , 南 , 精装 , 低楼层,共26层, 板楼
全新家具  未住过  拎包入住,恒大帝景 ,澄江街道, 158.8万,"12,631元/平",3室1厅 , 125.73平米 , 南 北 , 精装 , 低楼层,共33层, 塔楼
刚交付品质小区  全新毛坯  采光楼层好  户型方正,碧桂园·翡翠湾 ,澄江街道, 199万,"13,914元/平",4室2厅 , 143.03平米 , 南 , 毛坯 , 中楼层,共18层, 暂无数据
楼层高视野开阔 室内通风明亮 社区成熟 生活便利,弘建公园国际 ,临港经济开发区, 130万,"9,454元/平",3室2厅 , 137.52平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
地铁畔 次新小区中奥光年 毛坯三房 看房方便 交通便捷,中奥光年 ,青阳镇, 135万,"12,158元/平",3室2厅 , 111.04平米 , 南 , 毛坯 , 中楼层,共18层, 暂无数据
高品质小区，位置好， 小区环境好，位置佳,恒大帝景 ,澄江街道, 160万,"16,058元/平",3室2厅 , 99.64平米 , 南 , 精装 , 高楼层,共33层, 塔楼
运河世家洋房楼间距宽居住舒适  配套成熟 交通便利,红星运河世家二期 ,澄江街道, 235万,"16,245元/平",4室2厅 , 144.66平米 , 南 , 毛坯 , 低楼层,共7层, 暂无数据
华士韵湖澜山洋房 2楼 看房方便 采光足,韵湖澜山花园 ,华士镇, 48.8万,"6,613元/平",2室2厅 , 73.8平米 , 南 , 毛坯 , 低楼层,共8层, 暂无数据
业主精装修，楼层好，采光好，位置佳，小区新,世新家园 ,澄江街道, 95.8万,"12,776元/平",2室1厅 , 74.99平米 , 南 北 , 精装 , 中楼层,共7层, 板楼
澄堡电梯房，毛坯楼层好，产证满二！看房有钥匙！,澄堡 ,澄江街道, 176万,"13,207元/平",3室2厅 , 133.27平米 , 南 北 , 毛坯 , 中楼层,共34层, 板楼
此房户型好，南北通风 绿化好，适合居家养老,一方城 ,临港经济开发区, 100万,"6,955元/平",3室2厅 , 143.79平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
此房户型好 总价低 南北通风 中间楼层,一方城 ,临港经济开发区, 89.8万,"7,056元/平",3室2厅 , 127.27平米 , 南 , 毛坯 , 中楼层,共18层, 平房
东区商品房，格局方正，高区视野好,雅盛城市嘉园 ,澄江街道, 105万,"11,590元/平",2室1厅 , 90.6平米 , 南 , 毛坯 , 高楼层,共26层, 板楼
小区环境优美 三开间朝南 纯毛坯 房东诚心出售,融创江南御园 ,高新区, 95万,"8,509元/平",4室2厅 , 111.65平米 , 南 北 , 毛坯 , 低楼层,共11层, 板塔结合
此房满2年 纯毛坯 户型通透 房东诚心出售,韵湖澜山花园 ,华士镇, 56万,"6,223元/平",3室2厅 , 90平米 , 南 北 , 毛坯 , 高楼层,共18层, 板楼
此房满五唯一 户型方正 采光无遮挡,石牌三村 ,高新区, 51.8万,"6,708元/平",2室2厅 , 77.23平米 , 南 , 毛坯 , 中楼层,共6层, 板塔结合
视野宽阔，采光充足，配套齐全，交通便利,东恒嘉苑 ,高新区, 168万,"11,625元/平",3室2厅 , 144.52平米 , 南 , 精装 , 中楼层,共30层, 平房
融创江南御园纯毛坯洋房户型方正，楼层好位置佳采光好,融创江南御园 ,高新区, 90万,"8,270元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
国企开发商 带前后大阳台 大平层 中上楼层视野开阔,天安城市花园 ,高新区, 135万,"7,681元/平",4室1厅 , 175.78平米 , 南 , 毛坯 , 高楼层,共18层, 板塔结合
西边套 随时看房 房东诚心出售 院子大,霞客岛生态城 ,徐霞客镇, 360万,"22,500元/平",4室2厅 , 160平米 , 南 , 毛坯 , 低楼层,共2层, 暂无数据
碧桂园暨阳府 精装修 三室两厅两卫 三朝南 采光好,碧桂园暨阳府 ,澄江街道, 175万,"14,282元/平",3室2厅 , 122.54平米 , 南 北 , 精装 , 低楼层,共18层, 暂无数据
山水绿城大三房，精装修楼层好采光好,山水绿城 ,云亭街道, 140万,"9,351元/平",3室2厅 , 149.73平米 , 南 北 , 精装 , 高楼层,共16层, 板塔结合
：毛坯房子，朝南，采光充足，价格可谈,海岸城C区 ,临港经济开发区, 113.8万,"7,250元/平",4室2厅 , 156.98平米 , 南 , 毛坯 , 低楼层,共33层, 暂无数据
比邻公园、朗诗物业、户型方正、未来感设计 现新房,朗诗未来街区 ,临港经济开发区, 89.8万,"6,921元/平",3室1厅 , 129.76平米 , 南 , 毛坯 , 低楼层,共33层, 暂无数据
满二税低 大阳台 朝南，采光充足，楼层好,海岸城C区 ,临港经济开发区, 112万,"7,853元/平",4室2厅 , 142.63平米 , 南 , 毛坯 , 高楼层,共33层, 暂无数据
高新区实验学旁，东苑新村精装大三房，带朝南汽车库，,东苑新村 ,高新区, 90.8万,"6,811元/平",3室2厅 , 133.32平米 , 南 北 , 精装 , 高楼层,共6层, 塔楼
满二税低 大阳台 朝南，采光充足，楼层好,海岸城C区 ,临港经济开发区, 93.8万,"8,018元/平",3室2厅 , 117平米 , 南 , 毛坯 , 低楼层,共33层, 暂无数据
小区的中间位置中间楼层，中间户型，采光好，无遮挡,嘉福花园洋房 ,南闸街道, 130万,"10,648元/平",3室2厅 , 122.1平米 , 南 , 精装 , 中楼层,共11层, 暂无数据
满两年 两居室 楼层好 户型方正 采光通透,西苑新村 ,高新区, 69.8万,"7,348元/平",3室1厅 , 95平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
海岸城精装两室        看房方便,海岸城 ,临港经济开发区, 41万,"5,440元/平",2室1厅 , 75.38平米 , 南 , 精装 , 中楼层,共32层, 暂无数据
好房             好户型,浦江23号 ,临港经济开发区, 99.8万,"7,554元/平",3室2厅 , 132.13平米 , 南 , 毛坯 , 中楼层,共26层, 暂无数据
银城长江赋，刚交房精装修房东急售！,银城·长江赋 ,高新区, 97万,"10,038元/平",3室2厅 , 96.64平米 , 南 , 精装 , 低楼层,共34层, 塔楼
南北通风 采光充足 配套齐全 交通便利,夏东苑一区 ,临港经济开发区, 108万,"8,098元/平",3室2厅 , 133.38平米 , 南 , 毛坯 , 低楼层,共10层, 板楼
楼层好，前面无遮挡，采光好，视野很好,欧锦花都 ,临港经济开发区, 180万,"8,198元/平",5室3厅 , 219.58平米 , 南 , 毛坯 , 中楼层,共5层, 暂无数据
金童一村 中间楼层 采光好 看房方便,金童一村 ,高新区, 80万,"8,470元/平",3室1厅 , 94.46平米 , 南 北 , 简装 , 中楼层,共6层, 暂无数据
中梁国宾府前排精装修房东自住三室两厅,中梁国宾府 ,南闸街道, 158万,"12,455元/平",3室2厅 , 126.86平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
中梁国宾府，洋房，6米大横厅，全天采光，户型通透,中梁国宾府 ,南闸街道, 150万,"11,820元/平",3室2厅 , 126.91平米 , 南 , 精装 , 高楼层,共8层, 暂无数据
高楼层，视野好 户型方正  适合一家老小住,金苑 ,临港经济开发区, 63万,"6,955元/平",2室2厅 , 90.59平米 , 南 , 毛坯 , 高楼层,共21层, 板楼
满五唯一，南北通风带一个装修好的阁楼和一个固定车位,嘉福花园洋房 ,南闸街道, 120万,"15,029元/平",2室2厅 , 79.85平米 , 南 北 , 精装 , 高楼层,共11层, 暂无数据
蟠龙山公园旁 三开间朝南洋房 前排无遮挡 视野好,融创江南御园 ,高新区, 71.8万,"8,349元/平",3室2厅 , 86平米 , 南 , 毛坯 , 低楼层,共9层, 板塔结合
朗诗 未来感设计 现新房 户型好 环境优美,朗诗未来街区 ,临港经济开发区, 116万,"8,087元/平",4室2厅 , 143.45平米 , 南 , 毛坯 , 中楼层,共34层, 暂无数据
高新区上海花园精装洋房，位置好，楼层佳，采光无遮挡,上海花园 ,高新区, 91.8万,"10,369元/平",3室2厅 , 88.54平米 , 南 , 精装 , 高楼层,共9层, 暂无数据
配套成熟 交通出行便捷 小孩上学方便,海岸城 ,临港经济开发区, 38.8万,"7,033元/平",1室1厅 , 55.17平米 , 东 南 , 简装 , 中楼层,共29层, 板塔结合
房东诚心出售     中楼层  价格可谈,首府花园 ,临港经济开发区, 108万,"8,297元/平",3室2厅 , 130.18平米 , 南 , 其他 , 低楼层,共33层, 暂无数据
城东高新区，东苑精装电梯三房，带车位，拎包入住！,东苑新村 ,高新区, 120万,"8,387元/平",3室2厅 , 143.09平米 , 南 北 , 精装 , 中楼层,共10层, 塔楼
高新区蟠龙山公园旁香樟公馆法式洋房，三朝南户型方正,香樟公馆 ,高新区, 110万,"9,058元/平",3室2厅 , 121.45平米 , 南 , 毛坯 , 高楼层,共8层, 暂无数据
时代名邸 精装修 南北通风 看房方便,时代名邸 ,临港经济开发区, 91.8万,"9,602元/平",2室2厅 , 95.61平米 , 南 , 精装 , 低楼层,共15层, 暂无数据
银城长江赋精装三居室，双阳台，中上楼层，采光无遮挡,银城·长江赋 ,高新区, 100.8万,"10,424元/平",3室2厅 , 96.7平米 , 南 , 精装 , 高楼层,共34层, 暂无数据
天安数码城，大平层精装修装修，中上楼层，户型好,天安城市花园 ,高新区, 160万,"9,103元/平",4室1厅 , 175.78平米 , 南 , 精装 , 中楼层,共18层, 板塔结合
得房率高      朝南，   采光充足，楼层好,海岸城C区 ,临港经济开发区, 71万,"6,926元/平",2室1厅 , 102.52平米 , 南 , 简装 , 高楼层,共32层, 暂无数据
小区位置很好，物业管理很好。。。。。,东舜华府 ,南闸街道, 152万,"10,391元/平",3室2厅 , 146.29平米 , 南 北 , 毛坯 , 中楼层,共9层, 暂无数据
次新房，新交付，楼层好，视野开阔，采光充足无遮挡,首创瑞府 ,云亭街道, 155万,"12,072元/平",3室2厅 , 128.4平米 , 南 , 毛坯 , 中楼层,共33层, 板楼
南菁高中旁 空中别墅 带车位 视野开阔 小区环境优美,敔山湾花园 ,云亭街道, 320万,"12,108元/平",5室3厅 , 264.29平米 , 南 , 毛坯 , 高楼层,共6层, 板塔结合
全新精装修欧式风格  三房两卫业主诚意出售,夏东苑二区 ,临港经济开发区, 135万,"10,134元/平",3室2厅 , 133.22平米 , 南 , 精装 , 低楼层,共10层, 暂无数据
南闸城区，离金三角近~  带40平阁楼~~~,宏基名城 ,南闸街道, 120万,"8,345元/平",3室1厅 , 143.8平米 , 南 北 , 精装 , 高楼层,共6层, 暂无数据
长江赋全新精装3室2厅 楼层好位置佳 房东急售,银城·长江赋 ,高新区, 122万,"10,381元/平",3室2厅 , 117.53平米 , 南 , 精装 , 低楼层,共27层, 板塔结合
此房满二，精装家电家具齐全，户型方正，四开间朝南,江阴碧桂园白鹭湾 ,高新区, 95万,"9,469元/平",3室1厅 , 100.33平米 , 南 , 精装 , 中楼层,共32层, 塔楼
小区环境好，配套设施全，交通方便,称心阁 ,南闸街道, 78万,"9,396元/平",2室1厅 , 83.02平米 , 南 , 毛坯 , 高楼层,共10层, 暂无数据
一梯一户 电梯房 精装修拎包入住 吉麦隆旁 采光通风好,南苑六村 ,高新区, 79.8万,"9,136元/平",2室2厅 , 87.35平米 , 南 , 精装 , 高楼层,共16层, 板塔结合
位于临港新区 户型方正 交通便利 配套设施全,泓临新居 ,临港经济开发区, 66万,"7,043元/平",2室2厅 , 93.72平米 , 南 , 简装 , 低楼层,共24层, 板塔结合
蟠龙湾公园旁江南御园中间楼层品质洋房,融创江南御园 ,高新区, 110万,"10,107元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
位置好，带车位，户型方正，随时看房，价格好商量,融创江南御园 ,高新区, 120万,"10,754元/平",4室2厅 , 111.59平米 , 南 北 , 毛坯 , 高楼层,共9层, 板塔结合
全新毛坯，三阳台户型方正，江阴花样年别样城,海岸城C区 ,临港经济开发区, 89.8万,"7,684元/平",3室2厅 , 116.88平米 , 南 , 毛坯 , 中楼层,共33层, 暂无数据
泓临阁 南北通风 采光充足 楼层佳 交通便利,泓临新居 ,临港经济开发区, 52万,"6,075元/平",2室1厅 , 85.61平米 , 南 , 精装 , 中楼层,共25层, 板楼
南北通风，户型方正、毛坯房 中间楼层，采光无遮挡,紫竹苑(江阴市) ,南闸街道, 92万,"9,809元/平",2室1厅 , 93.8平米 , 南 , 毛坯 , 中楼层,共17层, 板塔结合
锦绣天成 4室2厅 南,锦绣天成 ,临港经济开发区, 138万,"8,278元/平",4室2厅 , 166.71平米 , 南 , 毛坯 , 低楼层,共6层, 暂无数据
户型方正，两梯两户，南面洋房采光好视野，拎包入住,创智泓家 ,高新区, 248万,"16,788元/平",3室2厅 , 147.73平米 , 南 , 毛坯 , 高楼层,共6层, 暂无数据
满二税低 大阳台 朝南，采光充足，楼层好,海岸城C区 ,临港经济开发区, 100万,"6,962元/平",4室2厅 , 143.65平米 , 南 , 毛坯 , 中楼层,共33层, 暂无数据
绿城锦园，环境优美，交通便利，配套完善。,绿城锦园 ,南闸街道, 142.8万,"10,211元/平",3室2厅 , 139.85平米 , 南 , 精装 , 高楼层,共34层, 暂无数据
中企上城  南北通风 交通便利 一楼带花园,中企铂镜 ,临港经济开发区, 108万,"6,092元/平",4室2厅 , 177.29平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
金童一村 小面积 精装修 中间楼层,金童一村 ,高新区, 65.8万,"11,041元/平",2室1厅 , 59.6平米 , 南 , 精装 , 中楼层,共6层, 暂无数据
纯洋房 精装修拎包即住 带院子  采光好 户型方正,上海花园 ,高新区, 138万,"12,097元/平",4室2厅 , 114.08平米 , 南 , 精装 , 低楼层,共7层, 暂无数据
房子三开间朝南 楼层好 采光无遮挡,星河国际二区 ,高新区, 200万,"19,017元/平",3室2厅 , 105.17平米 , 南 , 精装 , 中楼层,共34层, 暂无数据
新小区 户型好 房东急售 税费各自,兰樾雅院 ,临港经济开发区, 110万,"10,292元/平",3室2厅 , 106.88平米 , 南 , 精装 , 低楼层,共27层, 暂无数据
帝景好房，精装修，空置中，有钥匙看房方便,恒大帝景 ,澄江街道, 46.8万,"10,700元/平",1室1厅 , 43.74平米 , 西 , 精装 , 低楼层,共33层, 板楼
时代观邸          南北通风          精装洋房,时代观邸 ,临港经济开发区, 105万,"10,554元/平",2室2厅 , 99.49平米 , 南 北 , 精装 , 中楼层,共9层, 板楼
配套成熟 交通出行便捷 小孩上学方便,海岸城 ,临港经济开发区, 65万,"7,287元/平",3室1厅 , 89.21平米 , 南 , 精装 , 中楼层,共29层, 板塔结合
石牌三村电梯精装两房 拎包入住中间楼层 带车库,石牌三村 ,高新区, 65.8万,"6,418元/平",2室1厅 , 102.53平米 , 南 , 精装 , 高楼层,共10层, 塔楼
蟠龙山公园旁 香樟公馆法式纯洋房 三朝南四居室,香樟公馆 ,高新区, 139.8万,"9,517元/平",4室2厅 , 146.91平米 , 南 , 毛坯 , 高楼层,共8层, 暂无数据
中间楼层    采光无遮挡 户型好,敔山湾花园 ,云亭街道, 94.8万,"9,226元/平",2室2厅 , 102.76平米 , 南 , 毛坯 , 中楼层,共10层, 板塔结合
朗诗 未来感设计 现新房 户型好 环境优美,朗诗未来街区 ,临港经济开发区, 93万,"8,109元/平",3室2厅 , 114.69平米 , 南 , 毛坯 , 中楼层,共34层, 暂无数据
银城长江赋旁 精装修拎包入住 精装朝南大车库  格局好,东苑新村 ,高新区, 89万,"6,666元/平",3室2厅 , 133.52平米 , 南 , 精装 , 高楼层,共6层, 塔楼
房子楼层好              视野开阔眼线,海岸城C区 ,临港经济开发区, 118万,"8,215元/平",4室2厅 , 143.65平米 , 南 北 , 简装 , 中楼层,共33层, 板楼
西边套 随时看房 房东诚心出售 院子大,霞客岛生态城 ,徐霞客镇, 360万,"22,500元/平",4室2厅 , 160平米 , 南 , 毛坯 , 低楼层,共2层, 暂无数据
碧桂园暨阳府 精装修 三室两厅两卫 三朝南 采光好,碧桂园暨阳府 ,澄江街道, 175万,"14,282元/平",3室2厅 , 122.54平米 , 南 北 , 精装 , 低楼层,共18层, 暂无数据
蟠龙湾公园旁江南御园中间楼层品质洋房,融创江南御园 ,高新区, 110万,"10,107元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
全新毛坯，三阳台户型方正，江阴花样年别样城,海岸城C区 ,临港经济开发区, 89.8万,"7,684元/平",3室2厅 , 116.88平米 , 南 , 毛坯 , 中楼层,共33层, 暂无数据
位于临港新区 户型方正 交通便利 配套设施全,泓临新居 ,临港经济开发区, 66万,"7,043元/平",2室2厅 , 93.72平米 , 南 , 简装 , 低楼层,共24层, 板塔结合
位置好，带车位，户型方正，随时看房，价格好商量,融创江南御园 ,高新区, 120万,"10,754元/平",4室2厅 , 111.59平米 , 南 北 , 毛坯 , 高楼层,共9层, 板塔结合
银城长江赋旁 精装修拎包入住 精装朝南大车库  格局好,东苑新村 ,高新区, 89万,"6,666元/平",3室2厅 , 133.52平米 , 南 , 精装 , 高楼层,共6层, 塔楼
此房满二，毛坯房，价格有空间。,宏基国际 ,南闸街道, 108.8万,"8,227元/平",3室2厅 , 132.25平米 , 南 , 毛坯 , 低楼层,共22层, 暂无数据
房子楼层好              视野开阔眼线,海岸城C区 ,临港经济开发区, 118万,"8,215元/平",4室2厅 , 143.65平米 , 南 北 , 简装 , 中楼层,共33层, 板楼
南菁高中旁，敔山湾花园，精装朝南，拎包入住,敔山湾花园 ,云亭街道, 60万,"12,124元/平",1室1厅 , 49.49平米 , 南 , 精装 , 高楼层,共9层, 暂无数据
浦江23号精装自住三房 次顶楼 下楼即是科创,浦江23号 ,临港经济开发区, 105.8万,"8,782元/平",3室2厅 , 120.48平米 , 南 , 精装 , 高楼层,共26层, 暂无数据
南北通风，采光好，视野开阔，交通方便,宏基名城 ,南闸街道, 93万,"9,414元/平",2室2厅 , 98.79平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
房屋户型动静分离 中楼层采光好,天安城市花园 ,高新区, 88万,"10,083元/平",2室1厅 , 87.28平米 , 南 , 精装 , 中楼层,共18层, 平房
毛坯大平层 高楼层 采光视野广阔,东恒嘉苑 ,高新区, 158.8万,"10,107元/平",4室2厅 , 157.12平米 , 南 , 毛坯 , 高楼层,共30层, 平房
锦绣天成 业主自住 精装南北通透 三房两卫,锦绣天成 ,临港经济开发区, 98万,"7,840元/平",3室2厅 , 125平米 , 南 北 , 精装 , 低楼层,共24层, 暂无数据
三元公寓好楼层精装大车库无抵押,三元公寓 ,临港经济开发区, 105万,"7,610元/平",3室2厅 , 137.99平米 , 南 , 精装 , 低楼层,共6层, 板塔结合
江南御园四房，楼层佳采光好，纯洋小区,融创江南御园 ,高新区, 101.8万,"9,354元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
兰樾雅院洋房前排凤凰楼层税费各自,兰樾雅院 ,临港经济开发区, 118万,"10,257元/平",3室2厅 , 115.05平米 , 南 , 毛坯 , 高楼层,共10层, 暂无数据
白鹭湾精装修 家具家电齐全 拎包即住 楼层采光好,江阴碧桂园白鹭湾 ,高新区, 100万,"9,941元/平",3室1厅 , 100.6平米 , 南 , 精装 , 中楼层,共24层, 塔楼
朗诗 未来感设计 现新房 户型好 环境优美,朗诗未来街区 ,临港经济开发区, 83万,"7,234元/平",3室2厅 , 114.74平米 , 南 , 毛坯 , 高楼层,共32层, 暂无数据
满二税低 大阳台 朝南，采光充足，楼层好,海岸城C区 ,临港经济开发区, 75万,"7,335元/平",2室2厅 , 102.25平米 , 南 , 毛坯 , 高楼层,共32层, 板楼
从新装修，短住全新家具家电，位置佳，诚心出售,中南樾府 ,云亭街道, 298万,"18,329元/平",4室2厅 , 162.59平米 , 南 北 , 精装 , 高楼层,共11层, 暂无数据
户型方正，南北通风，采光好，环境优美,首府花园 ,临港经济开发区, 129.8万,"9,971元/平",4室2厅 , 130.18平米 , 南 , 精装 , 高楼层,共33层, 暂无数据
嘉福花园洋房，中间楼层拎包入住，全天采光，随时可看,嘉福花园洋房 ,南闸街道, 149万,"10,802元/平",3室2厅 , 137.95平米 , 南 , 精装 , 中楼层,共11层, 板塔结合
裕花园 户型方正 南北通风 楼层佳 配套齐全,裕花园 ,临港经济开发区, 118.8万,"8,537元/平",3室2厅 , 139.16平米 , 南 , 精装 , 中楼层,共26层, 暂无数据
：新港花苑精装电梯房，满五唯一，采光无遮挡。,新港花苑 ,临港经济开发区, 110万,"7,834元/平",3室2厅 , 140.43平米 , 南 , 精装 , 中楼层,共9层, 板塔结合
云新小区 3室2厅 南,云新小区 ,云亭街道, 100万,"7,964元/平",3室2厅 , 125.58平米 , 南 , 简装 , 高楼层,共6层, 板塔结合
城东高新区，东苑毛坯三居室，中间楼层，带大车库！,东苑新村 ,高新区, 98万,"7,191元/平",3室2厅 , 136.3平米 , 南 北 , 毛坯 , 中楼层,共6层, 塔楼
精装修，满二，位置好，楼层好，采光好,恒大翡翠华庭 ,云亭街道, 125万,"12,255元/平",3室2厅 , 102平米 , 南 北 , 精装 , 中楼层,共17层, 板塔结合
步梯房 朝南 配套齐全 交通便利,新港花苑 ,临港经济开发区, 108万,"6,353元/平",4室2厅 , 170平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
小区位置很好，物业管理很好.....,东舜华府 ,南闸街道, 135万,"10,828元/平",3室2厅 , 124.68平米 , 南 北 , 毛坯 , 低楼层,共9层, 板塔结合
江南御园精装修，全屋品牌厨柜家具留下！,融创江南御园 ,高新区, 105万,"9,405元/平",4室1厅 , 111.65平米 , 南 , 精装 , 高楼层,共11层, 板塔结合
房子楼层好              视野开阔眼线,海岸城C区 ,临港经济开发区, 118万,"8,215元/平",4室2厅 , 143.65平米 , 南 北 , 简装 , 中楼层,共33层, 板楼
银城长江赋旁 精装修拎包入住 精装朝南大车库  格局好,东苑新村 ,高新区, 89万,"6,666元/平",3室2厅 , 133.52平米 , 南 , 精装 , 高楼层,共6层, 塔楼
此房满二，毛坯房，价格有空间。,宏基国际 ,南闸街道, 108.8万,"8,227元/平",3室2厅 , 132.25平米 , 南 , 毛坯 , 低楼层,共22层, 暂无数据
毛坯大平层 高楼层 采光视野广阔,东恒嘉苑 ,高新区, 158.8万,"10,107元/平",4室2厅 , 157.12平米 , 南 , 毛坯 , 高楼层,共30层, 平房
锦绣天成 业主自住 精装南北通透 三房两卫,锦绣天成 ,临港经济开发区, 98万,"7,840元/平",3室2厅 , 125平米 , 南 北 , 精装 , 低楼层,共24层, 暂无数据
江南御园四房，楼层佳采光好，纯洋小区,融创江南御园 ,高新区, 101.8万,"9,354元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
三元公寓好楼层精装大车库无抵押,三元公寓 ,临港经济开发区, 105万,"7,610元/平",3室2厅 , 137.99平米 , 南 , 精装 , 低楼层,共6层, 板塔结合
朗诗 未来感设计 现新房 户型好 环境优美,朗诗未来街区 ,临港经济开发区, 83万,"7,234元/平",3室2厅 , 114.74平米 , 南 , 毛坯 , 高楼层,共32层, 暂无数据
户型方正，南北通风，采光好，环境优美,首府花园 ,临港经济开发区, 129.8万,"9,971元/平",4室2厅 , 130.18平米 , 南 , 精装 , 高楼层,共33层, 暂无数据
从新装修，短住全新家具家电，位置佳，诚心出售,中南樾府 ,云亭街道, 298万,"18,329元/平",4室2厅 , 162.59平米 , 南 北 , 精装 , 高楼层,共11层, 暂无数据
满二税低 大阳台 朝南，采光充足，楼层好,海岸城C区 ,临港经济开发区, 75万,"7,335元/平",2室2厅 , 102.25平米 , 南 , 毛坯 , 高楼层,共32层, 板楼
房屋户型动静分离 中楼层采光好,天安城市花园 ,高新区, 88万,"10,083元/平",2室1厅 , 87.28平米 , 南 , 精装 , 中楼层,共18层, 平房
中楼层，视野好 户型方正 南北通透 适合一家老小住,金苑 ,临港经济开发区, 59.8万,"6,602元/平",2室1厅 , 90.59平米 , 南 北 , 毛坯 , 中楼层,共21层, 板楼
满两年、精装修，户型好、户型方正。,江阴碧桂园白鹭湾 ,高新区, 88.8万,"9,777元/平",2室2厅 , 90.83平米 , 南 , 精装 , 高楼层,共30层, 塔楼
房子满五了 精装修 采光充足 配套齐全,和院峰景 ,临港经济开发区, 116.8万,"11,075元/平",2室2厅 , 105.47平米 , 南 , 精装 , 高楼层,共31层, 板塔结合
东恒嘉苑临河景观房 全新装修 带地暖,东恒嘉苑 ,高新区, 100万,"11,382元/平",2室1厅 , 87.86平米 , 南 , 精装 , 低楼层,共30层, 平房
城东高新区，东苑毛坯三居室，中间楼层，带大车库！,东苑新村 ,高新区, 98万,"7,191元/平",3室2厅 , 136.3平米 , 南 北 , 毛坯 , 中楼层,共6层, 塔楼
裕花园 户型方正 南北通风 楼层佳 配套齐全,裕花园 ,临港经济开发区, 118.8万,"8,537元/平",3室2厅 , 139.16平米 , 南 , 精装 , 中楼层,共26层, 暂无数据
：新港花苑精装电梯房，满五唯一，采光无遮挡。,新港花苑 ,临港经济开发区, 110万,"7,834元/平",3室2厅 , 140.43平米 , 南 , 精装 , 中楼层,共9层, 板塔结合
房子诚心出售   户型很好 满二,浦江23号 ,临港经济开发区, 76.8万,"9,090元/平",2室2厅 , 84.49平米 , 南 , 精装 , 高楼层,共26层, 暂无数据
银城长江赋精装修四居室 四朝南 大阳台 楼层位置很好,银城·长江赋 ,高新区, 178万,"12,282元/平",4室2厅 , 144.93平米 , 南 , 精装 , 低楼层,共11层, 暂无数据
蟠龙山公园旁 三开间朝南洋房 双阳台 楼层佳 带车位,融创江南御园 ,高新区, 93万,"8,330元/平",4室2厅 , 111.65平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
绿城锦园，环境优美，交通便利，配套完善。,绿城锦园 ,南闸街道, 142.8万,"10,211元/平",3室2厅 , 139.85平米 , 南 , 精装 , 高楼层,共34层, 暂无数据
中企上城  南北通风 交通便利 一楼带花园,中企铂镜 ,临港经济开发区, 108万,"6,092元/平",4室2厅 , 177.29平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
中梁国宾府前排精装修房东自住三室两厅,中梁国宾府 ,南闸街道, 158万,"12,455元/平",3室2厅 , 126.86平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
高楼层，视野好 户型方正  适合一家老小住,金苑 ,临港经济开发区, 63万,"6,955元/平",2室2厅 , 90.59平米 , 南 , 毛坯 , 高楼层,共21层, 板楼
南北通风 采光充足 配套齐全 交通便利,夏东苑一区 ,临港经济开发区, 108万,"8,098元/平",3室2厅 , 133.38平米 , 南 , 毛坯 , 低楼层,共10层, 板楼
楼层好，前面无遮挡，采光好，视野很好,欧锦花都 ,临港经济开发区, 180万,"8,198元/平",5室3厅 , 219.58平米 , 南 , 毛坯 , 中楼层,共5层, 暂无数据
敔山湾花园 楼层好位置佳 业主诚心出售,敔山湾花园 ,云亭街道, 129万,"9,184元/平",3室2厅 , 140.47平米 , 南 , 简装 , 中楼层,共9层, 板楼
中间楼层    采光无遮挡 户型好,敔山湾花园 ,云亭街道, 94.8万,"9,226元/平",2室2厅 , 102.76平米 , 南 , 毛坯 , 中楼层,共10层, 板塔结合
小区的中间位置中间楼层，中间户型，采光好，无遮挡,嘉福花园洋房 ,南闸街道, 130万,"10,648元/平",3室2厅 , 122.1平米 , 南 , 精装 , 中楼层,共11层, 暂无数据
