标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
经开区中高楼层精装房，业主诚心出售,中海凤凰璟园一期 ,华庄, 220万,"24,856元/平",3室2厅 , 88.51平米 , 南 , 精装 , 中楼层,共34层, 板楼
凤凰璟园 次新3房 楼层好 诚售有钥匙,中海凤凰璟园二期 ,华庄, 230万,"24,599元/平",3室2厅 , 93.5平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
开发商统一装修 中上楼层视野采光好 配套齐全 带车位,华府天地尊园 ,海岸城/市民中心, 315万,"31,161元/平",3室2厅 , 101.09平米 , 南 , 精装 , 中楼层,共31层, 板楼
朗诗新郡 精装大两房 全屋ZY空调 地暖 拎包入住,朗诗新郡 ,塘铁桥, 265万,"29,679元/平",2室1厅 , 89.29平米 , 南 , 精装 , 中楼层,共45层, 板楼
朗诗新郡 毛坯两房 楼层好 视野佳 有钥匙 随时看,朗诗新郡 ,塘铁桥, 260万,"29,119元/平",2室2厅 , 89.29平米 , 南 , 毛坯 , 中楼层,共45层, 板楼
118居民小区 3室1厅 南,118居民小区 ,钱桥, 69.8万,"9,831元/平",3室1厅 , 71平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
无遮挡，采光好，配套齐全，诚心出售,太康新村 ,河埒口, 52万,"16,928元/平",1室1厅 , 30.72平米 , 南 , 精装 , 高楼层,共5层, 板楼
经开区小三房，清水毛坯，边户户型,中海凤凰璟园二期 ,华庄, 230万,"23,270元/平",3室1厅 , 98.84平米 , 南 , 毛坯 , 低楼层,共34层, 板楼
观山一期精装大四房，中上楼层，采光好，看房方便,观山名筑 ,塘铁桥, 260万,"19,828元/平",4室2厅 , 131.13平米 , 南 , 精装 , 高楼层,共30层, 板楼
水乡三区小2房，中高层采光充足,水乡苑三区 ,华庄, 60万,"8,649元/平",2室2厅 , 69.38平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
小两房简装出售，户型方正，楼层好,周新苑四期 ,万象城/东绛, 80万,"10,803元/平",2室1厅 , 74.06平米 , 南 北 , 简装 , 低楼层,共32层, 板楼
熙园二期新出大三房，高楼层视野好,融创熙园二期 ,长广溪/大学城, 295万,"26,309元/平",3室2厅 , 112.13平米 , 南 , 毛坯 , 高楼层,共32层, 板楼
蠡湖壹号中上楼层，采光好，湖景房，诚心出售,蠡湖一号 ,蠡湖新城, 280万,"30,024元/平",2室2厅 , 93.26平米 , 南 , 精装 , 中楼层,共30层, 板楼
天空树大三房 拐角阳台 看房方便 近地铁,绿地天空树 ,融创文化旅游城, 305万,"23,464元/平",3室2厅 , 129.99平米 , 南 , 精装 , 低楼层,共33层, 板楼
丰裕苑二期精装三房，满五年采光全天，随时看房,丰裕园二期 ,长广溪/大学城, 138万,"11,028元/平",3室2厅 , 125.14平米 , 南 , 精装 , 低楼层,共26层, 板楼
小区前排采光无影响，诚意出售！近万象城风景好,太湖国际二街区-拾壹峰 ,万象城/东绛, 180万,"20,287元/平",2室2厅 , 88.73平米 , 南 , 精装 , 低楼层,共32层, 板楼
"荷叶小筑，,满五年,中间楼层,交通方便,诚信出售",荷叶新村 ,河埒口, 200万,"15,269元/平",3室2厅 , 130.99平米 , 南 北 , 精装 , 高楼层,共6层, 平房
标准两房   南北通沟   总价低,荷叶新村 ,河埒口, 79.8万,"11,328元/平",2室1厅 , 70.45平米 , 南 北 , 简装 , 高楼层,共7层, 板楼
富力十号景观大平层，俯瞰金匮公园，市政府，随时可看,富力十号B区 ,万象城/东绛, 660万,"39,526元/平",4室2厅 , 166.98平米 , 南 北 , 精装 , 高楼层,共31层, 板楼
观山简装四房，低楼层位置好，采光无遮挡，满5,观山名筑 ,塘铁桥, 267.5万,"20,517元/平",4室2厅 , 130.38平米 , 南 , 简装 , 低楼层,共30层, 板楼
此房满五唯一，户型方正，楼层好，视野开阔，,雅居乐中央府 ,塘铁桥, 710万,"26,607元/平",4室2厅 , 266.85平米 , 南 北 , 毛坯 , 高楼层,共30层, 板楼
贡湖苑 3室2厅 南 北,贡湖苑 ,融创文化旅游城, 157万,"12,352元/平",3室2厅 , 127.11平米 , 南 北 , 毛坯 , 高楼层,共17层, 板塔结合
高楼层，采光好，小高层，拎包入住,万科翡翠东方 ,塘铁桥, 450万,"36,332元/平",3室2厅 , 123.86平米 , 南 , 精装 , 高楼层,共15层, 板楼
精装 大四房  全屋实木地板 拎包入住,观山名筑 ,塘铁桥, 250万,"20,638元/平",4室2厅 , 121.14平米 , 南 , 精装 , 低楼层,共30层, 板楼
定销商品房，没有土出，大三房，小区环境好,梁南苑B区 ,塘铁桥, 198万,"15,512元/平",3室2厅 , 127.65平米 , 南 北 , 简装 , 低楼层,共30层, 板塔结合
雪浪 商品房 没有土出 保养好,文畅苑 ,融创文化旅游城, 195万,"14,126元/平",3室2厅 , 138.05平米 , 南 , 精装 , 高楼层,共6层, 板楼
满五年出门地铁口南湖家园精装大两房包土出,南湖家园北区 ,塘铁桥, 135万,"14,211元/平",2室2厅 , 95平米 , 南 , 简装 , 高楼层,共13层, 板楼
溪南新村 两居室 新体 装修保养好,溪南新村（稻香路） ,新体育中心, 80万,"12,520元/平",2室1厅 , 63.9平米 , 南 , 精装 , 高楼层,共7层, 板楼
梁南苑全新精装3房 拎包住 诚心出售 看房方便,梁南苑B区 ,塘铁桥, 200万,"15,681元/平",3室2厅 , 127.55平米 , 南 , 精装 , 低楼层,共24层, 板楼
经开区万达旁和风家园大两房、中间楼层、看房方便。,和风家园 ,华庄, 130万,"12,920元/平",2室2厅 , 100.62平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
经开区万达旁、凯发苑大两房、高楼层采光佳。,凯发苑三期 ,华庄, 120万,"12,594元/平",2室2厅 , 95.29平米 , 南 , 简装 , 高楼层,共22层, 板楼
和风家园新上大三房、精装修房东自住、可拎包入住。,和风家园 ,华庄, 210万,"15,629元/平",3室2厅 , 134.37平米 , 南 北 , 精装 , 中楼层,共25层, 板楼
经开区万达旁凯发苑小两房、高楼层采光刺眼。,凯发苑二期 ,华庄, 80万,"11,112元/平",2室2厅 , 72平米 , 南 , 简装 , 中楼层,共7层, 板楼
经开区万达旁和风家园大两房、中间楼层、看房方便。,和风家园 ,华庄, 130万,"12,920元/平",2室2厅 , 100.62平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
太湖国际湖景房 一线湖景  纯毛坯 满五唯一 业主诚售,太湖国际二街区-拾壹峰 ,万象城/东绛, 370万,"26,299元/平",3室2厅 , 140.69平米 , 南 , 毛坯 , 高楼层,共31层, 板楼
凯旋门精装大三房两卫 业主诚心出售 全新保养 随时看,太湖国际一街区-凯旋门 ,万象城/东绛, 398万,"29,293元/平",3室1厅 , 135.87平米 , 南 , 精装 , 低楼层,共29层, 板楼
海岸城馨园两房 中高楼层采光好 近地铁八方汇金融街,海岸城馨园 ,海岸城/市民中心, 230万,"27,391元/平",2室2厅 , 83.97平米 , 南 , 精装 , 高楼层,共33层, 板楼
南湖家园 精装两房 楼层好 位置好 交通便利,南湖家园北区 ,塘铁桥, 135万,"14,261元/平",2室2厅 , 94.67平米 , 南 , 精装 , 低楼层,共11层, 板楼
周新苑西三期两居室中上楼层 诚心出售,周新苑西三期-2 ,万象城/东绛, 75万,"11,654元/平",2室1厅 , 64.36平米 , 南 北 , 简装 , 中楼层,共18层, 板楼
雅居乐精装边套 拎包入住带车位  中间楼层看房方便,雅居乐中央府 ,塘铁桥, 380万,"32,563元/平",3室2厅 , 116.7平米 , 南 , 精装 , 中楼层,共32层, 板楼
万达广场旁边 新溪北红房子 育红 顶带阁,溪北新村北区 ,河埒口, 168万,"18,618元/平",3室2厅 , 90.24平米 , 南 北 , 精装 , 高楼层,共7层, 板楼
房东诚售！尚锦城C !婚装两房！楼层采光好！带车位！,尚锦城C区 ,塘铁桥, 225万,"25,023元/平",2室1厅 , 89.92平米 , 南 , 精装 , 低楼层,共25层, 板楼
尚锦城精装两房 可看太湖 全天采光 家电全留 看房方便,尚锦城C区 ,塘铁桥, 210万,"23,438元/平",2室1厅 , 89.6平米 , 南 , 精装 , 中楼层,共32层, 板楼
精装修一房，中间楼层，安置房，需要缴纳土出,梁南苑B区 ,塘铁桥, 88万,"13,274元/平",1室1厅 , 66.3平米 , 南 , 精装 , 中楼层,共24层, 板楼
尚锦城C区 105平精装修二房 全天采光 看房方便,尚锦城C区 ,塘铁桥, 230万,"21,832元/平",2室2厅 , 105.35平米 , 南 , 精装 , 中楼层,共24层, 板楼
精装自住两房 采光无遮挡 诚售随时看,尚锦城C区 ,塘铁桥, 210万,"24,150元/平",2室2厅 , 86.96平米 , 南 , 精装 , 低楼层,共32层, 板楼
尚锦城C区  好楼层 家门口D铁 房东诚心出售,尚锦城C区 ,塘铁桥, 155万,"19,392元/平",2室2厅 , 79.93平米 , 东 , 简装 , 高楼层,共29层, 板楼
塘铁桥地铁口尚锦城C区楼距100米朝南大三房,尚锦城C区 ,塘铁桥, 300万,"22,479元/平",3室2厅 , 133.46平米 , 南 , 精装 , 中楼层,共32层, 板楼
尚锦城C区 1室1厅 西北,尚锦城C区 ,塘铁桥, 150万,"26,592元/平",1室1厅 , 56.41平米 , 西北 , 精装 , 中楼层,共29层, 板楼
魅力万科城二区 1室1厅 南 西,魅力万科城二区 ,万象城/东绛, 150万,"25,317元/平",1室1厅 , 59.25平米 , 南 西 , 精装 , 高楼层,共6层, 板楼
中间楼层，户型方正，配套齐全，业主诚心出售,周新苑西三期-2 ,万象城/东绛, 159万,"17,257元/平",2室1厅 , 92.14平米 , 南 , 毛坯 , 中楼层,共21层, 板楼
民水民电70年产权小户型，采光视野好,尚锦城C区 ,塘铁桥, 132万,"23,401元/平",1室1厅 , 56.41平米 , 西 , 精装 , 中楼层,共29层, 板楼
尚锦城 两房 清水毛坯 总价便宜 满五年 看房方便,尚锦城C区 ,塘铁桥, 163万,"20,393元/平",2室2厅 , 79.93平米 , 南 , 毛坯 , 低楼层,共29层, 板楼
心卖点：尚锦城C区 地铁口一居室 诚心出售 价格可谈,尚锦城C区 ,塘铁桥, 140万,"24,819元/平",1室1厅 , 56.41平米 , 东 , 简装 , 中楼层,共29层, 板楼
经开区 塘铁桥D铁口 毛坯大二房 全天采光,尚锦城C区 ,塘铁桥, 220万,"24,467元/平",2室2厅 , 89.92平米 , 南 , 毛坯 , 低楼层,共29层, 板楼
尚锦城c区三房户型精装修 诚心出售 看房方便,尚锦城C区 ,塘铁桥, 230万,"26,232元/平",3室2厅 , 87.68平米 , 南 , 精装 , 中楼层,共24层, 板楼
外国语旁 地铁口精装两房诚心出 近金匮公园山姆商场,尚锦城C区 ,塘铁桥, 188万,"21,074元/平",2室2厅 , 89.21平米 , 南 北 , 精装 , 低楼层,共29层, 板楼
尚锦城C区精装大三房，满5不唯一，品牌家具家电,尚锦城C区 ,塘铁桥, 310万,"22,420元/平",3室2厅 , 138.27平米 , 南 , 精装 , 低楼层,共24层, 板楼
尚锦城3+1户型 满五唯一 税费少 看房有钥匙,尚锦城C区 ,塘铁桥, 330万,"26,379元/平",4室2厅 , 125.1平米 , 南 北 , 精装 , 高楼层,共29层, 板楼
尚锦城C区 2室1厅 西 诚心出售,尚锦城C区 ,塘铁桥, 145万,"25,705元/平",1室1厅 , 56.41平米 , 西 , 精装 , 高楼层,共29层, 板楼
经开区！大一房！带地暖！视野舒适！大阳台！上和畅！,尚锦城C区 ,塘铁桥, 138万,"24,464元/平",1室1厅 , 56.41平米 , 东 , 精装 , 低楼层,共29层, 板楼
尚锦城  精装修  小户型  诚心出售,尚锦城C区 ,塘铁桥, 188.5万,"21,130元/平",2室2厅 , 89.21平米 , 南 , 精装 , 低楼层,共29层, 板楼
尚锦城急售大两房通透精装自住和畅,尚锦城C区 ,塘铁桥, 170万,"18,906元/平",2室1厅 , 89.92平米 , 南 , 其他 , 低楼层,共25层, 板楼
民水民电70年产权小户型，采光视野好,尚锦城C区 ,塘铁桥, 132万,"23,401元/平",1室1厅 , 56.41平米 , 西 , 精装 , 中楼层,共29层, 板楼
尚锦城c区三房户型精装修 诚心出售 看房方便,尚锦城C区 ,塘铁桥, 230万,"26,232元/平",3室2厅 , 87.68平米 , 南 , 精装 , 中楼层,共24层, 板楼
经开区 塘铁桥D铁口 毛坯大二房 全天采光,尚锦城C区 ,塘铁桥, 220万,"24,467元/平",2室2厅 , 89.92平米 , 南 , 毛坯 , 低楼层,共29层, 板楼
外国语旁 地铁口精装两房诚心出 近金匮公园山姆商场,尚锦城C区 ,塘铁桥, 188万,"21,074元/平",2室2厅 , 89.21平米 , 南 北 , 精装 , 低楼层,共29层, 板楼
经开芯 中海凤凰熙岸  三室两厅两卫 57栋 毛坯 没住过,中海凤凰璟园二期 ,华庄, 290万,"24,709元/平",3室2厅 , 117.37平米 , 南 , 毛坯 , 中楼层,共34层, 板楼
落霞苑 毛坯大两房 南湖家园地铁口 交通便利,落霞苑第一社区 ,塘铁桥, 122万,"12,635元/平",2室1厅 , 96.56平米 , 南 , 毛坯 , 高楼层,共6层, 板楼
朗诗新郡 精装大四房  楼层好 位置好 交通便利,朗诗新郡 ,塘铁桥, 428万,"30,770元/平",4室2厅 , 139.1平米 , 南 , 精装 , 中楼层,共45层, 板楼
南湖家园 户型好 地铁口 交通便利,南湖家园北区 ,塘铁桥, 135万,"13,487元/平",2室2厅 , 100.1平米 , 南 北 , 精装 , 低楼层,共17层, 板楼
苏宁C 大三房 房东自住装修 保养好 近地铁 交通便利,苏宁悦城悦园C区 ,塘铁桥, 400万,"27,749元/平",3室2厅 , 144.15平米 , 南 北 , 精装 , 中楼层,共30层, 板楼
南湖家园北区 精装2房 满五唯一 没个税,南湖家园北区 ,塘铁桥, 162万,"15,856元/平",2室2厅 , 102.17平米 , 南 , 简装 , 高楼层,共32层, 板楼
太湖国际3房 精装修 采光好 看房随时约,太湖国际二街区-拾壹峰 ,万象城/东绛, 268万,"22,334元/平",3室2厅 , 120平米 , 南 北 , 精装 , 低楼层,共31层, 板楼
丰裕苑二期纯毛坯 间距大 采光好  产权清晰 出行便利,丰裕园二期 ,长广溪/大学城, 160万,"12,786元/平",3室2厅 , 125.14平米 , 南 , 毛坯 , 低楼层,共26层, 板楼
万科魅力二区 通透两居室 配套成熟,魅力万科城二区 ,万象城/东绛, 245万,"29,601元/平",2室2厅 , 82.77平米 , 东 西 , 精装 , 中楼层,共8层, 板楼
蠡湖壹号丽苑，满五年，精装修自住大两房,蠡湖壹号丽苑 ,蠡湖新城, 340万,"27,491元/平",2室2厅 , 123.68平米 , 南 , 精装 , 低楼层,共33层, 板塔结合
土地出让金已交过，高楼层，精装自住两房，采光好,瑞星家园 ,扬名, 117万,"15,735元/平",2室2厅 , 74.36平米 , 南 , 精装 , 高楼层,共34层, 塔楼
新上房源 仙河苑三期 看中可谈,仙河苑三期 ,融创文化旅游城, 107万,"12,182元/平",2室2厅 , 87.84平米 , 南 北 , 简装 , 低楼层,共11层, 板楼
楼层好，采光好，业主诚心出售！,尚锦城C区 ,塘铁桥, 240万,"26,738元/平",2室2厅 , 89.76平米 , 南 , 简装 , 中楼层,共29层, 板楼
中间楼层看房随时，采光无遮挡，不临街不靠路,溪湾雅苑一区 ,融创文化旅游城, 180万,"16,629元/平",3室2厅 , 108.25平米 , 南 , 毛坯 , 低楼层,共17层, 板楼
两房朝南户型 设施齐全 交通便利 土出已交 无增值税,蠡湖家园 ,湖滨商业街, 153万,"16,888元/平",2室2厅 , 90.6平米 , 南 , 精装 , 低楼层,共31层, 板楼
溪湾雅苑一区 3室2厅 南,溪湾雅苑一区 ,融创文化旅游城, 168万,"16,468元/平",3室2厅 , 102.02平米 , 南 , 精装 , 低楼层,共18层, 板楼
溪湾雅苑一区 3室1厅 南,溪湾雅苑一区 ,融创文化旅游城, 190万,"19,129元/平",3室1厅 , 99.33平米 , 南 , 毛坯 , 中楼层,共17层, 板楼
自住精装 边套三室 采光无遮挡,溪湾雅苑一区 ,融创文化旅游城, 158万,"15,958元/平",3室2厅 , 99.01平米 , 南 北 , 精装 , 低楼层,共17层, 板楼
次新小区，中上楼层，采光充足；,溪湾雅苑一区 ,融创文化旅游城, 229万,"17,488元/平",4室1厅 , 130.95平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
此房满二，精装修，采光充足，可看太湖,溪湾雅苑一区 ,融创文化旅游城, 190万,"19,154元/平",3室2厅 , 99.2平米 , 南 , 精装 , 高楼层,共18层, 板楼
视野好，业主诚心出售，价格可小刀,尚锦城C区 ,塘铁桥, 178万,"19,867元/平",2室2厅 , 89.6平米 , 南 , 精装 , 高楼层,共32层, 板楼
地铁口 精装公寓房 中间楼层采光佳 产权清晰,银城蔚来 ,塘铁桥, 68万,"16,679元/平",2室1厅 , 40.77平米 , 东 , 精装 , 中楼层,共21层, 板楼
满五唯一，纯毛坯，带89平大阳台，看金匮公园,玉兰花园东一区 ,海岸城/市民中心, 1148万,"39,931元/平",4室2厅 , 287.5平米 , 东 南 北 , 毛坯 , 低楼层,共28层, 板楼
房子自住装修，保养比较好，拎包入住,名都华庭 ,新体育中心, 228万,"22,008元/平",2室1厅 , 103.6平米 , 南 , 简装 , 低楼层,共11层, 板楼
精装商品房 满五唯一 楼层好  上学方便 鸟瞰市府盛景,瑞星家园 ,扬名, 103万,"14,097元/平",2室2厅 , 73.07平米 , 南 , 精装 , 中楼层,共34层, 塔楼
雅苑一区 清水毛坯 看房方便 诚心出售,溪湾雅苑一区 ,融创文化旅游城, 145万,"14,032元/平",3室2厅 , 103.34平米 , 南 , 毛坯 , 高楼层,共18层, 板楼
视野好，业主诚心出售，价格可小刀,尚锦城C区 ,塘铁桥, 178万,"19,867元/平",2室2厅 , 89.6平米 , 南 , 精装 , 高楼层,共32层, 板楼
地铁口 精装公寓房 中间楼层采光佳 产权清晰,银城蔚来 ,塘铁桥, 68万,"16,679元/平",2室1厅 , 40.77平米 , 东 , 精装 , 中楼层,共21层, 板楼
溪湾雅苑 3房 毛坯 诚心出售 看房方便,溪湾雅苑一区 ,融创文化旅游城, 180万,"17,293元/平",3室2厅 , 104.09平米 , 南 , 毛坯 , 中楼层,共17层, 板楼
经开区的标杆楼盘  小区在金匮公园旁  距离地铁口80米,玉兰花园东二区 ,海岸城/市民中心, 398万,"37,974元/平",2室2厅 , 104.81平米 , 南 , 简装 , 中楼层,共17层, 板楼
两房朝南户型 设施齐全 交通便利 土出已交 无增值税,蠡湖家园 ,湖滨商业街, 153万,"16,888元/平",2室2厅 , 90.6平米 , 南 , 精装 , 低楼层,共31层, 板楼
房东诚心卖 装修干净整洁，欢迎看房,溪湾雅苑一区 ,融创文化旅游城, 180万,"17,262元/平",3室2厅 , 104.28平米 , 南 , 精装 , 高楼层,共18层, 板楼
溪湾雅苑一区 3室2厅 南,溪湾雅苑一区 ,融创文化旅游城, 168万,"16,468元/平",3室2厅 , 102.02平米 , 南 , 精装 , 低楼层,共18层, 板楼
房子自住装修，保养比较好，拎包入住,名都华庭 ,新体育中心, 228万,"22,008元/平",2室1厅 , 103.6平米 , 南 , 简装 , 低楼层,共11层, 板楼
荣院家舍 5室2厅 南,荣院家舍 ,河埒口, 180万,"17,090元/平",5室2厅 , 105.33平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
香樟园一期开发商装修 成色新 地暖空调 视野开阔,绿城蠡湖香樟园一期 ,蠡湖新城, 639万,"34,048元/平",3室2厅 , 187.68平米 , 南 , 精装 , 中楼层,共34层, 板楼
满五唯一，纯毛坯，带89平大阳台，看金匮公园,玉兰花园东一区 ,海岸城/市民中心, 1148万,"39,931元/平",4室2厅 , 287.5平米 , 东 南 北 , 毛坯 , 低楼层,共28层, 板楼
此房位置好，楼层佳，小区环境好，人车分流,溪湾雅苑一区 ,融创文化旅游城, 188万,"18,062元/平",3室2厅 , 104.09平米 , 南 , 精装 , 高楼层,共17层, 板楼
精装大两房 采光视野无遮挡 诚意出售,观山名筑 ,塘铁桥, 180万,"20,027元/平",2室1厅 , 89.88平米 , 南 , 精装 , 低楼层,共30层, 板楼
雪溪苑B区 1室1厅 南,雪溪苑B区 ,融创文化旅游城, 70万,"10,825元/平",1室1厅 , 64.67平米 , 南 , 简装 , 低楼层,共18层, 板楼
此房满二，精装修，采光充足，可看太湖,溪湾雅苑一区 ,融创文化旅游城, 190万,"19,154元/平",3室2厅 , 99.2平米 , 南 , 精装 , 高楼层,共18层, 板楼
雅苑精装三房，满五唯一，户型通透，拎包入，带车位,溪湾雅苑一区 ,融创文化旅游城, 160万,"16,160元/平",3室1厅 , 99.01平米 , 南 , 精装 , 高楼层,共17层, 板楼
次新小区，中上楼层，采光充足；精装三房,溪湾雅苑一区 ,融创文化旅游城, 185万,"17,091元/平",3室2厅 , 108.25平米 , 南 , 精装 , 高楼层,共17层, 板楼
自住精装 边套三室 采光无遮挡,溪湾雅苑一区 ,融创文化旅游城, 158万,"15,958元/平",3室2厅 , 99.01平米 , 南 北 , 精装 , 低楼层,共17层, 板楼
次新小区，中上楼层，采光充足；,溪湾雅苑一区 ,融创文化旅游城, 229万,"17,488元/平",4室1厅 , 130.95平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
东花园二期小高层中间楼层大两房 满5唯一无个税,玉兰花园东二区 ,海岸城/市民中心, 398万,"36,897元/平",2室1厅 , 107.87平米 , 南 , 精装 , 中楼层,共17层, 板楼
划来屋旁 绿地天空树 COD项目 精装地暖三房 业主诚售,绿地天空树 ,融创文化旅游城, 215万,"20,183元/平",3室2厅 , 106.53平米 , 南 北 , 精装 , 中楼层,共33层, 板楼
尚锦城 满五唯一精装三房 含电梯旁子母双车位,尚锦城C区 ,塘铁桥, 300万,"29,118元/平",3室1厅 , 103.03平米 , 南 北 , 精装 , 中楼层,共11层, 板楼
诚心卖 小高层 户型正气 自住装修  保养好 采光好,天鹅湖花园B区 ,长广溪/大学城, 303万,"28,129元/平",3室2厅 , 107.72平米 , 南 , 精装 , 中楼层,共11层, 板楼
户型方正，配套齐全，业主诚心出售,周新苑西三期-2 ,万象城/东绛, 135万,"15,239元/平",2室2厅 , 88.59平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
成熟社区，生活便利，此户型方正，采光充足,雪溪苑B区 ,融创文化旅游城, 80万,"8,850元/平",2室1厅 , 90.4平米 , 南 , 精装 , 低楼层,共18层, 板楼
万科二区 83+20 精装修 位置安静 通透格局,魅力万科城二区 ,万象城/东绛, 215万,"26,537元/平",3室2厅 , 81.02平米 , 南 , 精装 , 高楼层,共6层, 板楼
海上传奇 通透洋房，户型方正 采光好,万科海上传奇 ,万象城/东绛, 330万,"28,271元/平",3室2厅 , 116.73平米 , 南 , 精装 , 中楼层,共9层, 板楼
龙湖天璞，洋房带院子，边院50平，位置安静，房东诚售,龙湖天璞 ,万象城/东绛, 428万,"33,509元/平",4室2厅 , 127.73平米 , 南 北 , 毛坯 , 低楼层,共11层, 暂无数据
经开区双南户型 楼层好采光好 近地铁 诚心出售,周新苑东三期 ,万象城/东绛, 120万,"11,852元/平",2室2厅 , 101.25平米 , 南 , 简装 , 中楼层,共15层, 板楼
海岸城旁精装大平层，大横厅四房，视野好看金匮公园,富力十号B区 ,万象城/东绛, 530万,"31,690元/平",4室1厅 , 167.25平米 , 南 北 , 精装 , 中楼层,共31层, 板楼
万科二区 83+20 精装修 位置安静 通透格局,魅力万科城二区 ,万象城/东绛, 215万,"26,537元/平",3室2厅 , 81.02平米 , 南 , 精装 , 高楼层,共6层, 板楼
经开区凤凰璟园精装房，洋房后一排，全天采光,中海凤凰璟园二期 ,华庄, 265万,"28,156元/平",3室2厅 , 94.12平米 , 南 , 精装 , 低楼层,共34层, 板楼
房型正气，采光视野好，中上楼层，满五唯一,瑞星家园 ,扬名, 120万,"13,520元/平",2室1厅 , 88.76平米 , 南 , 简装 , 中楼层,共7层, 板楼
瑞星家园新出商品房 采光无遮挡  钥匙在手随时看房,瑞星家园 ,扬名, 90万,"14,059元/平",2室1厅 , 64.02平米 , 南 , 简装 , 低楼层,共34层, 板楼
瑞星家园 中间楼层 清爽装修 小区配套齐全可拎包入住,瑞星家园 ,扬名, 88万,"12,100元/平",2室1厅 , 72.73平米 , 南 , 简装 , 中楼层,共34层, 板楼
瑞星家园 中间楼层 精装两房两厅 保养好 视野开阔,瑞星家园 ,扬名, 105万,"14,437元/平",2室1厅 , 72.73平米 , 西南 , 精装 , 中楼层,共34层, 塔楼
瑞星家园两房朝南户型 看房提前联系 诚售,瑞星家园 ,扬名, 135万,"14,253元/平",2室1厅 , 94.72平米 , 南 , 简装 , 低楼层,共11层, 板楼
总价低 装修保持的好 采光和视野好,瑞星家园 ,扬名, 85万,"11,431元/平",2室2厅 , 74.36平米 , 南 , 精装 , 低楼层,共34层, 板塔结合
溪湾雅苑一期 毛坯三房 满五年 诚心出售 价可商,溪湾雅苑一区 ,融创文化旅游城, 195万,"18,857元/平",3室1厅 , 103.41平米 , 南 , 毛坯 , 中楼层,共17层, 板楼
满5唯一，自住装修，位置佳，楼层好，看房方便,溪湾雅苑一区 ,融创文化旅游城, 200万,"18,476元/平",3室2厅 , 108.25平米 , 南 , 精装 , 中楼层,共17层, 板楼
蠡湖香樟园、精装2房、南师大、地铁四号线、诚心售,蠡湖香樟园二期 ,蠡湖新城, 428万,"37,012元/平",2室2厅 , 115.64平米 , 南 北 , 精装 , 中楼层,共33层, 板楼
有钥匙！此房高楼层，可以看到蠡湖以及小区景观。,绿城蠡湖香樟园一期 ,蠡湖新城, 685万,"36,499元/平",3室2厅 , 187.68平米 , 南 , 精装 , 高楼层,共34层, 板楼
高楼层全天采光  有钥匙随时看房  三开间朝南,中海凤凰璟园二期 ,华庄, 240万,"26,828元/平",3室2厅 , 89.46平米 , 北 南 , 毛坯 , 高楼层,共34层, 板楼
蠡湖香樟园、前排视野开阔、诚心出售、毛坯便于装修,绿城蠡湖香樟园一期 ,蠡湖新城, 698万,"42,026元/平",3室2厅 , 166.09平米 , 南 , 毛坯 , 中楼层,共28层, 板楼
满5年， 户型方正大阳台 总价低 看房方便！,路劲蠡湖院子 ,蠡湖新城, 298万,"34,957元/平",1室2厅 , 85.25平米 , 南 , 毛坯 , 高楼层,共31层, 板塔结合
房东诚心出售，看中价格可谈，好楼层,溪湾雅苑一区 ,融创文化旅游城, 169万,"16,955元/平",3室2厅 , 99.68平米 , 南 北 , 毛坯 , 中楼层,共18层, 板楼
此房精装几乎全新，保养好，可拎包入住全明采光好,瑞星家园 ,扬名, 105万,"14,370元/平",2室1厅 , 73.07平米 , 南 , 精装 , 低楼层,共34层, 板楼
金城湾公园旁 瑞星家园 包土出 精装修2房 中间楼层,瑞星家园 ,扬名, 130万,"17,376元/平",2室2厅 , 74.82平米 , 南 , 精装 , 中楼层,共34层, 塔楼
家具家电齐全可拎包入住，智能门锁，通体鞋柜，诚售,瑞星家园 ,扬名, 130万,"17,568元/平",2室1厅 , 74平米 , 南 北 , 精装 , 高楼层,共34层, 塔楼
瑞星家园电梯小高层，出行方便，采光好，看房预约,瑞星家园 ,扬名, 113万,"11,613元/平",2室1厅 , 97.31平米 , 南 , 简装 , 低楼层,共11层, 板楼
溪溪苑B区  通透户型 位置安静 诚心出售,雪溪苑B区 ,融创文化旅游城, 105万,"11,616元/平",2室2厅 , 90.4平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
小高楼层西边套，精装自住两房，诚心出售,瑞星家园 ,扬名, 90万,"12,220元/平",2室1厅 , 73.65平米 , 南 , 精装 , 低楼层,共11层, 板楼
商品房楼层好，配套齐全，配套齐全，看房方便,瑞星家园 ,扬名, 136万,"15,674元/平",2室1厅 , 86.77平米 , 南 , 毛坯 , 中楼层,共7层, 板楼
